시도명,시군구명,도로위계,도로명,종속구분,연장,폭,면적,데이터_출처
부산광역시,남구,길,유엔평화로22번길,주도로,254.0,3.0,762.0,부산
부산광역시,남구,길,유엔평화로28번길,주도로,148.0,6.0,888.0,부산
부산광역시,남구,길,유엔평화로29번길,주도로,717.0,6.0,4302.0,부산
부산광역시,남구,길,유엔평화로38번길,주도로,337.0,3.0,1011.0,부산
부산광역시,남구,길,유엔평화로3번길,주도로,238.0,6.0,1428.0,부산
부산광역시,남구,길,유엔평화로41번가길,주도로,230.0,6.0,1380.0,부산
부산광역시,남구,길,유엔평화로41번길,주도로,711.0,6.0,4266.0,부산
부산광역시,남구,길,유엔평화로42번길,주도로,222.0,5.0,1110.0,부산
부산광역시,남구,길,유엔평화로47번길,주도로,850.0,6.0,5100.0,부산
부산광역시,남구,길,유엔평화로4번길,주도로,454.0,6.0,2724.0,부산
부산광역시,남구,길,유엔평화로66번길,주도로,370.0,7.0,2590.0,부산
부산광역시,남구,길,유엔평화로70번길,주도로,245.0,7.0,1715.0,부산
부산광역시,남구,길,유엔평화로76번길,주도로,649.0,12.0,7788.0,부산
부산광역시,남구,길,유엔평화로9번길,주도로,427.0,8.0,3416.0,부산
부산광역시,남구,로,이기대공원로,주도로,4587.0,14.0,64218.0,부산
부산광역시,남구,길,이기대공원로12번길,주도로,221.0,6.0,1326.0,부산
부산광역시,남구,길,이기대공원로26번길,주도로,256.0,6.0,1536.0,부산
부산광역시,남구,로,자성로,주도로,1589.0,43.0,68327.0,부산
부산광역시,남구,로,자유평화로,주도로,575.0,18.0,10350.0,부산
부산광역시,남구,길,자유평화로57번길,주도로,259.0,5.0,1295.0,부산
부산광역시,남구,길,자유평화로59번길,주도로,391.0,6.0,2346.0,부산
부산광역시,남구,길,자유평화로60번길,주도로,512.0,6.0,3072.0,부산
부산광역시,남구,로,장고개로,주도로,1191.0,12.0,14292.0,부산
부산광역시,남구,길,장고개로101번길,주도로,164.0,2.0,328.0,부산
부산광역시,남구,길,장고개로104번길,주도로,385.0,6.0,2310.0,부산
부산광역시,남구,길,장고개로14번길,주도로,133.0,2.0,266.0,부산
부산광역시,남구,길,장고개로16번길,주도로,165.0,4.0,660.0,부산
부산광역시,남구,길,장고개로33번길,주도로,274.0,7.0,1918.0,부산
부산광역시,남구,길,장고개로40번길,주도로,230.0,2.0,460.0,부산
부산광역시,남구,길,장고개로42번길,주도로,168.0,2.0,336.0,부산
부산광역시,남구,길,장고개로63번가길,주도로,142.0,4.0,568.0,부산
부산광역시,남구,길,장고개로63번길,주도로,422.0,11.0,4642.0,부산
부산광역시,남구,길,장고개로67번길,주도로,170.0,7.0,1190.0,부산
부산광역시,남구,길,장고개로85번가길,주도로,185.0,6.0,1110.0,부산
부산광역시,남구,길,장고개로85번길,주도로,230.0,9.0,2070.0,부산
부산광역시,남구,길,장고개로8번길,주도로,99.0,2.0,198.0,부산
부산광역시,남구,길,장고개로93번길,주도로,227.0,3.0,681.0,부산
부산광역시,남구,길,장고개로9번길,주도로,189.0,4.0,756.0,부산
부산광역시,남구,로,전선등로,주도로,393.0,12.11,4759.23,부산
부산광역시,남구,길,전선등로36번길,주도로,243.0,3.0,729.0,부산
부산광역시,남구,길,전선등로37번길,주도로,176.0,2.0,352.0,부산
부산광역시,남구,길,전선등로3번길,주도로,381.0,6.0,2286.0,부산
부산광역시,남구,길,전선등로61번길,주도로,290.0,4.0,1160.0,부산
부산광역시,남구,길,전선등로71번길,주도로,273.0,4.0,1092.0,부산
부산광역시,남구,대로,전포대로,주도로,3090.0,50.0,154500.0,부산
부산광역시,남구,길,전포대로110번길,주도로,217.0,10.0,2170.0,부산
부산광역시,남구,길,전포대로122번길,주도로,160.0,7.0,1120.0,부산
부산광역시,남구,길,전포대로20번길,주도로,260.0,10.0,2600.0,부산
부산광역시,남구,길,전포대로40번가길,주도로,272.0,2.0,544.0,부산
부산광역시,남구,길,전포대로40번길,주도로,328.0,6.0,1968.0,부산
부산광역시,남구,길,전포대로48번길,주도로,209.0,2.0,418.0,부산
부산광역시,남구,길,전포대로67번가길,주도로,153.0,3.0,459.0,부산
부산광역시,남구,길,전포대로67번길,주도로,255.0,15.0,3825.0,부산
부산광역시,남구,길,전포대로68번가길,주도로,121.0,2.0,242.0,부산
부산광역시,남구,길,전포대로68번길,주도로,158.0,8.0,1264.0,부산
부산광역시,남구,길,전포대로76번길,주도로,143.0,2.0,286.0,부산
부산광역시,남구,길,전포대로77번길,주도로,290.0,10.0,2900.0,부산
부산광역시,남구,길,전포대로78번길,주도로,149.0,9.0,1341.0,부산
부산광역시,남구,길,전포대로91번길,주도로,292.0,11.653,3402.676,부산
부산광역시,남구,길,전포대로92번가길,주도로,208.0,4.0,832.0,부산
부산광역시,남구,길,전포대로92번길,주도로,222.0,6.0,1332.0,부산
부산광역시,남구,길,전포대로92번나길,주도로,389.0,8.0,3112.0,부산
부산광역시,남구,길,전포대로92번다길,주도로,119.0,3.0,357.0,부산
부산광역시,남구,길,전포대로92번라길,주도로,108.0,3.0,324.0,부산
부산광역시,남구,로,조각공원로,주도로,533.0,24.0,12792.0,부산
부산광역시,남구,길,조각공원로11번길,주도로,377.0,10.0,3770.0,부산
부산광역시,남구,길,조각공원로27번길,주도로,245.0,11.0,2695.0,부산
부산광역시,남구,로,지게골로,주도로,1129.0,12.108,13669.932,부산
부산광역시,남구,길,지게골로10번길,주도로,153.0,3.0,459.0,부산
부산광역시,남구,길,지게골로168번길,주도로,270.0,7.0,1890.0,부산
부산광역시,남구,로,진남로,주도로,626.0,15.0,9390.0,부산
부산광역시,남구,길,진남로110번길,주도로,230.0,8.0,1840.0,부산
부산광역시,남구,길,진남로116번가길,주도로,128.0,2.0,256.0,부산
부산광역시,남구,길,진남로116번길,주도로,217.0,8.0,1736.0,부산
부산광역시,남구,길,진남로127번길,주도로,865.0,9.0,7785.0,부산
부산광역시,남구,길,진남로153번길,주도로,368.0,9.0,3312.0,부산
부산광역시,남구,길,진남로154번길,주도로,169.0,9.0,1521.0,부산
부산광역시,남구,길,진남로165번가길,주도로,161.0,8.0,1288.0,부산
부산광역시,남구,길,진남로165번길,주도로,241.0,7.0,1687.0,부산
부산광역시,남구,길,진남로166번길,주도로,430.0,5.0,2150.0,부산
부산광역시,남구,길,진남로188번가길,주도로,314.0,5.0,1570.0,부산
부산광역시,남구,길,진남로188번길,주도로,263.0,5.0,1315.0,부산
부산광역시,남구,길,진남로188번나길,주도로,184.0,5.0,920.0,부산
부산광역시,남구,길,진남로18번길,주도로,133.0,4.0,532.0,부산
부산광역시,남구,길,진남로198번가길,주도로,427.0,6.0,2562.0,부산
부산광역시,남구,길,진남로198번길,주도로,578.0,6.0,3468.0,부산
부산광역시,남구,길,진남로206번길,주도로,201.0,3.0,603.0,부산
부산광역시,남구,길,진남로207번길,주도로,156.0,4.0,624.0,부산
부산광역시,남구,길,진남로210번길,주도로,291.0,6.0,1746.0,부산
부산광역시,남구,길,진남로214번길,주도로,149.0,1.0,149.0,부산
부산광역시,남구,길,진남로216번길,주도로,205.0,1.0,205.0,부산
부산광역시,남구,길,진남로220번가길,주도로,116.0,3.0,348.0,부산
부산광역시,남구,길,진남로220번길,주도로,288.0,4.0,1152.0,부산
부산광역시,남구,길,진남로220번나길,주도로,103.0,2.0,206.0,부산
부산광역시,남구,길,진남로232번길,주도로,453.0,11.0,4983.0,부산
부산광역시,남구,길,진남로25번길,주도로,227.0,6.0,1362.0,부산
부산광역시,남구,길,진남로29번길,주도로,240.0,6.0,1440.0,부산
부산광역시,남구,길,진남로30번가길,주도로,235.0,6.0,1410.0,부산
부산광역시,남구,길,진남로30번길,주도로,164.0,6.0,984.0,부산
부산광역시,남구,길,진남로34번길,주도로,162.0,6.0,972.0,부산
부산광역시,남구,길,진남로36번길,주도로,501.0,6.0,3006.0,부산
부산광역시,남구,길,진남로46번길,주도로,581.0,6.0,3486.0,부산
부산광역시,남구,길,진남로64번길,주도로,489.0,6.0,2934.0,부산
부산광역시,남구,길,진남로69번길,주도로,263.0,6.0,1578.0,부산
부산광역시,남구,길,진남로70번길,주도로,270.0,8.0,2160.0,부산
부산광역시,남구,길,진남로96번가길,주도로,132.0,8.0,1056.0,부산
부산광역시,남구,길,진남로96번길,주도로,365.0,9.0,3285.0,부산
부산광역시,남구,길,진남로96번나길,주도로,132.0,8.0,1056.0,부산
부산광역시,남구,로,천제등로,주도로,682.0,14.0,9548.0,부산
부산광역시,남구,길,천제등로16번가길,주도로,194.0,2.0,388.0,부산
부산광역시,남구,길,천제등로16번길,주도로,716.0,4.0,2864.0,부산
부산광역시,남구,길,천제등로24번길,주도로,133.0,3.0,399.0,부산
부산광역시,남구,길,천제등로28번길,주도로,333.0,7.0,2331.0,부산
부산광역시,남구,길,천제등로37번길,주도로,179.0,3.0,537.0,부산
부산광역시,남구,길,천제등로38번길,주도로,358.0,4.0,1432.0,부산
부산광역시,남구,길,천제등로46번길,주도로,499.0,7.0,3493.0,부산
부산광역시,남구,대로,충장대로,주도로,3400.0,50.0,170000.0,부산
부산광역시,남구,길,평화공원길,주도로,370.0,4.0,1480.0,부산
부산광역시,남구,로,홍곡로,주도로,1908.0,9.0,17172.0,부산
부산광역시,남구,길,홍곡로101번길,주도로,147.0,4.0,588.0,부산
부산광역시,남구,길,홍곡로104번길,주도로,161.0,4.0,644.0,부산
부산광역시,남구,길,홍곡로118번길,주도로,186.0,2.0,372.0,부산
부산광역시,남구,길,홍곡로120번길,주도로,258.0,2.0,516.0,부산
부산광역시,남구,길,홍곡로22번길,주도로,330.0,5.0,1650.0,부산
부산광역시,남구,길,홍곡로320번길,주도로,792.0,4.0,3168.0,부산
부산광역시,남구,길,홍곡로336번길,주도로,204.0,4.0,816.0,부산
부산광역시,남구,길,홍곡로37번길,주도로,131.0,3.0,393.0,부산
부산광역시,남구,길,홍곡로41번길,주도로,137.0,4.0,548.0,부산
부산광역시,남구,길,홍곡로47번길,주도로,123.0,4.0,492.0,부산
부산광역시,남구,길,홍곡로57번길,주도로,209.0,6.0,1254.0,부산
부산광역시,남구,대로,황령대로,주도로,5000.0,40.0,200000.0,부산
부산광역시,남구,대로,황령대로,주도로,5000.0,40.0,200000.0,부산
부산광역시,남구,대로,황령대로,주도로,5000.0,40.0,200000.0,부산
부산광역시,남구,대로,황령대로,주도로,5000.0,40.0,200000.0,부산
부산광역시,남구,대로,황령대로,주도로,5000.0,40.0,200000.0,부산
부산광역시,남구,길,황령대로319번가길,주도로,1031.0,10.0,10310.0,부산
부산광역시,남구,길,황령대로319번길,주도로,882.0,11.0,9702.0,부산
부산광역시,남구,길,황령대로319번나길,주도로,311.0,4.0,1244.0,부산
부산광역시,남구,길,황령대로352번가길,주도로,158.0,4.0,632.0,부산
부산광역시,남구,길,황령대로352번길,주도로,161.0,3.0,483.0,부산
부산광역시,남구,길,황령대로353번길,주도로,361.0,5.0,1805.0,부산
부산광역시,남구,길,황령대로492번길,주도로,362.0,6.0,2172.0,부산
부산광역시,남구,길,황령대로74번길,주도로,520.0,9.0,4680.0,부산
부산광역시,남구,길,황령대로90번가길,주도로,167.0,2.0,334.0,부산
부산광역시,남구,길,황령대로90번길,주도로,950.0,8.0,7600.0,부산
부산광역시,남구,길,황령대로90번나길,주도로,287.0,6.0,1722.0,부산
부산광역시,남구,길,황령대로90번다길,주도로,158.0,2.0,316.0,부산
부산광역시,남구,길,황령대로98번길,주도로,360.0,6.0,2160.0,부산
부산광역시,남구,로,황령산로,주도로,6090.0,12.0,73080.0,부산
부산광역시,북구,로,가람로,주도로,752.0,6.0,4512.0,부산
부산광역시,북구,길,가람로18번길,주도로,140.0,3.0,420.0,부산
부산광역시,북구,길,가람로24번길,주도로,132.0,5.0,660.0,부산
부산광역시,북구,길,가람로36번길,주도로,133.0,4.0,532.0,부산
부산광역시,북구,길,가람로48번길,주도로,292.0,4.0,1168.0,부산
부산광역시,북구,길,가람로50번길,주도로,213.0,6.0,1278.0,부산
부산광역시,북구,길,가람로52번길,주도로,490.0,6.0,2940.0,부산
부산광역시,북구,길,가람로58번길,주도로,116.0,3.0,348.0,부산
부산광역시,북구,길,가람로66번길,주도로,121.0,3.0,363.0,부산
부산광역시,북구,길,가람로8번길,주도로,260.0,4.0,1040.0,부산
부산광역시,북구,대로,강변대로,주도로,19389.0,40.0,775560.0,부산
부산광역시,북구,로,구남로,주도로,482.0,20.0,9640.0,부산
부산광역시,북구,길,구남로13번길,주도로,252.0,5.0,1260.0,부산
부산광역시,북구,길,구남로14번가길,주도로,120.0,5.0,600.0,부산
부산광역시,북구,길,구남로14번길,주도로,444.0,5.0,2220.0,부산
부산광역시,북구,길,구남로15번길,주도로,205.0,5.0,1025.0,부산
부산광역시,북구,길,구남로20번길,주도로,140.0,5.0,700.0,부산
부산광역시,북구,길,구남로6번길,주도로,179.0,8.0,1432.0,부산
부산광역시,북구,로,구남언덕로,주도로,383.0,12.0,4596.0,부산
부산광역시,북구,길,구남언덕로16번길,주도로,202.0,10.0,2020.0,부산
부산광역시,북구,길,구남언덕로20번길,주도로,199.0,10.0,1990.0,부산
부산광역시,북구,길,구남언덕로28번가길,주도로,125.0,3.0,375.0,부산
부산광역시,북구,길,구남언덕로28번길,주도로,210.0,5.0,1050.0,부산
부산광역시,북구,길,구남언덕로32번길,주도로,239.0,5.0,1195.0,부산
부산광역시,북구,로,구만덕로,주도로,2850.0,20.0,57000.0,부산
부산광역시,북구,길,구만덕로59번가길,주도로,111.0,3.0,333.0,부산
부산광역시,북구,길,구만덕로59번길,주도로,430.0,5.0,2150.0,부산
부산광역시,북구,길,구만덕로60번길,주도로,430.0,5.0,2150.0,부산
부산광역시,북구,길,구만덕로80번길,주도로,209.0,5.0,1045.0,부산
부산광역시,북구,길,구포만세길,주도로,1041.0,6.0,6246.0,부산
부산광역시,북구,길,구포시장1길,주도로,96.0,8.0,768.0,부산
부산광역시,북구,길,구포시장2길,주도로,96.0,8.0,768.0,부산
부산광역시,북구,길,구포시장3길,주도로,96.0,8.0,768.0,부산
부산광역시,북구,길,구포시장4길,주도로,96.0,8.0,768.0,부산
부산광역시,북구,길,구포시장5길,주도로,96.0,8.0,768.0,부산
부산광역시,북구,길,구포시장6길,주도로,97.0,8.0,776.0,부산
부산광역시,북구,길,구포시장7길,주도로,95.0,8.0,760.0,부산
부산광역시,북구,길,구포시장8길,주도로,82.0,4.0,328.0,부산
부산광역시,북구,길,구포시장길,주도로,468.0,7.0,3276.0,부산
부산광역시,북구,대로,금곡대로,주도로,7699.0,40.0,307960.0,부산
부산광역시,북구,길,금곡대로104번길,주도로,222.0,4.0,888.0,부산
부산광역시,북구,길,금곡대로105번길,주도로,128.0,4.0,512.0,부산
부산광역시,북구,길,금곡대로116번길,주도로,160.0,4.0,640.0,부산
부산광역시,북구,길,금곡대로123번길,주도로,206.0,4.0,824.0,부산
부산광역시,북구,길,금곡대로13번길,주도로,179.0,12.0,2148.0,부산
부산광역시,북구,길,금곡대로186번길,주도로,375.0,15.0,5625.0,부산
부산광역시,북구,길,금곡대로199번길,주도로,146.0,6.0,876.0,부산
부산광역시,북구,길,금곡대로19번길,주도로,145.0,6.0,870.0,부산
부산광역시,북구,길,금곡대로200번길,주도로,336.0,6.0,2016.0,부산
부산광역시,북구,길,금곡대로208번길,주도로,204.0,2.0,408.0,부산
부산광역시,북구,길,금곡대로20번길,주도로,507.0,7.0,3549.0,부산
부산광역시,북구,길,금곡대로218번길,주도로,126.0,2.0,252.0,부산
부산광역시,북구,길,금곡대로221번길,주도로,244.0,6.0,1464.0,부산
부산광역시,북구,길,금곡대로229번길,주도로,487.0,12.0,5844.0,부산
부산광역시,북구,길,금곡대로25번길,주도로,112.0,6.0,672.0,부산
부산광역시,북구,길,금곡대로26번길,주도로,271.0,6.0,1626.0,부산
부산광역시,북구,길,금곡대로285번길,주도로,507.0,15.0,7605.0,부산
부산광역시,북구,길,금곡대로290번길,주도로,228.0,4.0,912.0,부산
부산광역시,북구,길,금곡대로303번길,주도로,500.0,15.0,7500.0,부산
부산광역시,북구,길,금곡대로306번길,주도로,209.0,4.0,836.0,부산
부산광역시,북구,길,금곡대로318번길,주도로,198.0,6.0,1188.0,부산
부산광역시,북구,길,금곡대로324번길,주도로,325.0,13.0,4225.0,부산
부산광역시,북구,길,금곡대로330번가길,주도로,254.0,6.0,1524.0,부산
부산광역시,북구,길,금곡대로330번길,주도로,121.0,6.0,726.0,부산
부산광역시,북구,길,금곡대로347번길,주도로,462.0,15.0,6930.0,부산
부산광역시,북구,길,금곡대로37번길,주도로,471.0,6.0,2826.0,부산
부산광역시,북구,길,금곡대로410번길,주도로,218.0,12.0,2616.0,부산
부산광역시,북구,길,금곡대로430번가길,주도로,240.0,5.0,1200.0,부산
부산광역시,북구,길,금곡대로430번길,주도로,213.0,5.0,1065.0,부산
부산광역시,북구,길,금곡대로441번길,주도로,145.0,10.0,1450.0,부산
부산광역시,북구,길,금곡대로46번길,주도로,279.0,9.0,2511.0,부산
부산광역시,북구,길,금곡대로470번길,주도로,249.0,12.0,2988.0,부산
부산광역시,북구,길,금곡대로550번길,주도로,197.0,12.0,2364.0,부산
부산광역시,북구,길,금곡대로616번길,주도로,810.0,12.0,9720.0,부산
부산광역시,북구,길,금곡대로61번길,주도로,300.0,5.0,1500.0,부산
부산광역시,북구,길,금곡대로636번길,주도로,130.0,11.0,1430.0,부산
부산광역시,북구,길,금곡대로638번가길,주도로,248.0,6.0,1488.0,부산
부산광역시,북구,길,금곡대로638번길,주도로,128.0,6.0,768.0,부산
부산광역시,북구,길,금곡대로7번길,주도로,209.0,7.0,1463.0,부산
부산광역시,북구,길,금곡대로8번길,주도로,505.0,7.0,3535.0,부산
부산광역시,북구,길,금곡대로92번길,주도로,314.0,6.0,1884.0,부산
부산광역시,북구,로,기찰로,주도로,1864.0,13.0,24232.0,부산
부산광역시,북구,길,기찰로129번길,주도로,401.0,11.0,4411.0,부산
부산광역시,북구,길,낙동강자전거길,주도로,368939.0,2.0,737878.0,부산
부산광역시,북구,대로,낙동대로,주도로,17497.0,40.0,699880.0,부산
부산광역시,북구,길,낙동대로1570번가길,주도로,198.0,7.0,1386.0,부산
부산광역시,북구,길,낙동대로1570번길,주도로,249.0,8.0,1992.0,부산
부산광역시,북구,길,낙동대로1570번나길,주도로,121.0,7.0,847.0,부산
부산광역시,북구,길,낙동대로1582번길,주도로,188.0,6.0,1128.0,부산
부산광역시,북구,길,낙동대로1694번가길,주도로,71.0,5.0,355.0,부산
부산광역시,북구,길,낙동대로1694번길,주도로,171.0,3.0,513.0,부산
부산광역시,북구,길,낙동대로1694번나길,주도로,438.0,5.0,2190.0,부산
부산광역시,북구,길,낙동대로1704번길,주도로,79.0,6.0,474.0,부산
부산광역시,북구,길,낙동대로1714번길,주도로,92.0,8.0,736.0,부산
부산광역시,북구,길,낙동대로1722번길,주도로,126.0,5.0,630.0,부산
부산광역시,북구,길,낙동대로1724번길,주도로,135.0,8.0,1080.0,부산
부산광역시,북구,길,낙동대로1738번길,주도로,135.0,10.0,1350.0,부산
부산광역시,북구,길,낙동대로1739번길,주도로,3809.0,8.0,30472.0,부산
부산광역시,북구,길,낙동대로1750번길,주도로,95.0,5.0,475.0,부산
부산광역시,북구,길,낙동대로1762번가길,주도로,233.0,7.0,1631.0,부산
부산광역시,북구,길,낙동대로1762번길,주도로,612.0,8.0,4896.0,부산
부산광역시,북구,길,낙동대로1762번나길,주도로,101.0,2.0,202.0,부산
부산광역시,북구,길,낙동대로1762번다길,주도로,109.0,3.0,327.0,부산
부산광역시,북구,길,낙동대로1766번가길,주도로,88.0,2.0,176.0,부산
부산광역시,북구,길,낙동대로1766번길,주도로,491.0,8.0,3928.0,부산
부산광역시,북구,길,낙동대로1776번길,주도로,451.0,7.0,3157.0,부산
부산광역시,북구,길,낙동대로1778번길,주도로,309.0,7.0,2163.0,부산
부산광역시,북구,길,낙동대로1780번길,주도로,603.0,7.0,4221.0,부산
부산광역시,북구,길,낙동대로1781번길,주도로,128.0,8.0,1024.0,부산
부산광역시,북구,로,낙동북로,주도로,6500.0,35.0,227500.0,부산
부산광역시,북구,길,낙동북로647번길,주도로,155.0,9.0,1395.0,부산
부산광역시,북구,길,낙동북로648번길,주도로,134.0,4.0,536.0,부산
부산광역시,북구,길,낙동북로663번가길,주도로,161.0,8.0,1288.0,부산
부산광역시,북구,길,낙동북로663번길,주도로,476.0,8.0,3808.0,부산
부산광역시,북구,길,낙동북로663번나길,주도로,320.0,6.0,1920.0,부산
부산광역시,북구,길,낙동북로681번가길,주도로,119.0,4.0,476.0,부산
부산광역시,북구,길,낙동북로681번길,주도로,425.0,10.0,4250.0,부산
부산광역시,북구,길,낙동북로681번나길,주도로,187.0,4.0,748.0,부산
부산광역시,북구,길,낙동북로772번가길,주도로,159.0,5.0,795.0,부산
부산광역시,북구,길,낙동북로772번길,주도로,498.0,8.0,3984.0,부산
부산광역시,북구,길,남문길,주도로,248.0,6.0,1488.0,부산
부산광역시,북구,고속도로,남해고속도로,주도로,274900.0,30.0,8247000.0,부산
부산광역시,북구,길,대천안길,주도로,134.0,4.0,536.0,부산
부산광역시,북구,길,대천천길,주도로,1000.0,12.0,12000.0,부산
부산광역시,북구,길,덕천1길,주도로,510.0,8.0,4080.0,부산
부산광역시,북구,길,덕천2길,주도로,542.0,9.0,4878.0,부산
부산광역시,북구,로,덕천로,주도로,3875.0,20.0,77500.0,부산
부산광역시,북구,길,덕천로14번길,주도로,135.0,3.0,405.0,부산
부산광역시,북구,길,덕천로160번길,주도로,161.0,7.0,1127.0,부산
부산광역시,북구,길,덕천로234번길,주도로,259.0,12.0,3108.0,부산
부산광역시,북구,길,덕천로247번길,주도로,220.0,10.0,2200.0,부산
부산광역시,북구,길,덕천로259번길,주도로,260.0,14.0,3640.0,부산
부산광역시,북구,길,덕천로25번길,주도로,158.0,3.0,474.0,부산
부산광역시,북구,길,덕천로275번길,주도로,139.0,4.0,556.0,부산
부산광역시,북구,길,덕천로276번길,주도로,518.0,12.0,6216.0,부산
부산광역시,북구,길,덕천로281번길,주도로,343.0,15.0,5145.0,부산
부산광역시,북구,길,덕천로28번가길,주도로,123.0,4.0,492.0,부산
부산광역시,북구,길,덕천로28번길,주도로,266.0,8.0,2128.0,부산
부산광역시,북구,길,덕천로294번길,주도로,162.0,8.0,1296.0,부산
부산광역시,북구,길,덕천로298번길,주도로,116.0,4.0,464.0,부산
부산광역시,북구,길,덕천로300번길,주도로,113.0,5.0,565.0,부산
부산광역시,북구,길,덕천로304번길,주도로,151.0,6.0,906.0,부산
부산광역시,북구,길,덕천로307번길,주도로,162.0,6.0,972.0,부산
부산광역시,북구,길,덕천로312번가길,주도로,219.0,6.0,1314.0,부산
부산광역시,북구,길,덕천로312번길,주도로,139.0,7.0,973.0,부산
부산광역시,북구,길,덕천로326번길,주도로,129.0,6.0,774.0,부산
부산광역시,북구,길,덕천로336번길,주도로,86.0,6.0,516.0,부산
부산광역시,북구,길,덕천로340번길,주도로,92.0,6.0,552.0,부산
부산광역시,북구,길,덕천로344번길,주도로,97.0,6.0,582.0,부산
부산광역시,북구,길,덕천로348번길,주도로,103.0,6.0,618.0,부산
부산광역시,북구,길,덕천로34번길,주도로,153.0,3.0,459.0,부산
부산광역시,북구,길,덕천로352번길,주도로,109.0,6.0,654.0,부산
부산광역시,북구,길,덕천로360번길,주도로,135.0,6.0,810.0,부산
부산광역시,북구,길,덕천로364번길,주도로,184.0,8.0,1472.0,부산
부산광역시,북구,길,덕천로370번길,주도로,258.0,7.0,1806.0,부산
부산광역시,북구,길,덕천로376번길,주도로,343.0,6.0,2058.0,부산
부산광역시,북구,길,덕천로380번길,주도로,426.0,6.0,2556.0,부산
부산광역시,북구,길,덕천로381번길,주도로,261.0,8.0,2088.0,부산
부산광역시,북구,길,덕천로386번길,주도로,494.0,9.0,4446.0,부산
부산광역시,북구,길,덕천로38번길,주도로,308.0,8.0,2464.0,부산
부산광역시,북구,길,덕천로40번길,주도로,186.0,5.0,930.0,부산
부산광역시,북구,길,덕천로52번길,주도로,208.0,10.0,2080.0,부산
부산광역시,북구,길,덕천로58번길,주도로,166.0,6.0,996.0,부산
부산광역시,북구,로,만덕1로,주도로,1257.0,20.0,25140.0,부산
부산광역시,북구,길,만덕1로100번길,주도로,144.0,4.0,576.0,부산
부산광역시,북구,길,만덕1로102번길,주도로,262.0,4.0,1048.0,부산
부산광역시,북구,길,만덕1로104번가길,주도로,430.0,15.0,6450.0,부산
부산광역시,북구,길,만덕1로104번길,주도로,272.0,15.0,4080.0,부산
부산광역시,북구,길,만덕1로10번길,주도로,371.0,11.0,4081.0,부산
부산광역시,북구,길,만덕1로1번길,주도로,550.0,11.0,6050.0,부산
부산광역시,북구,길,만덕1로24번길,주도로,334.0,11.0,3674.0,부산
부산광역시,북구,길,만덕1로51번가길,주도로,133.0,5.0,665.0,부산
부산광역시,북구,길,만덕1로51번길,주도로,410.0,8.0,3280.0,부산
부산광역시,북구,로,만덕2로,주도로,485.0,20.0,9700.0,부산
부산광역시,북구,길,만덕2로11번길,주도로,107.0,4.0,428.0,부산
부산광역시,북구,길,만덕2로17번길,주도로,256.0,12.0,3072.0,부산
부산광역시,북구,길,만덕2로29번길,주도로,140.0,10.0,1400.0,부산
부산광역시,북구,길,만덕2로37번길,주도로,94.0,6.0,564.0,부산
부산광역시,북구,길,만덕2로44번길,주도로,573.0,15.0,8595.0,부산
부산광역시,북구,로,만덕3로,주도로,631.0,22.0,13882.0,부산
부산광역시,북구,길,만덕3로15번길,주도로,142.0,5.0,710.0,부산
부산광역시,북구,길,만덕3로16번길,주도로,498.0,8.0,3984.0,부산
부산광역시,북구,길,만덕3로23번길,주도로,88.0,6.0,528.0,부산
부산광역시,북구,길,만덕3로33번길,주도로,204.0,4.0,816.0,부산
부산광역시,북구,길,만덕3로48번가길,주도로,205.0,6.0,1230.0,부산
부산광역시,북구,길,만덕3로48번길,주도로,123.0,10.0,1230.0,부산
부산광역시,북구,길,만덕3로48번나길,주도로,234.0,8.0,1872.0,부산
부산광역시,북구,길,만덕3로48번다길,주도로,133.0,6.0,798.0,부산
부산광역시,북구,길,만덕3로51번길,주도로,236.0,6.0,1416.0,부산
부산광역시,북구,길,만덕3로57번길,주도로,181.0,7.0,1267.0,부산
부산광역시,북구,길,만덕고개길,주도로,4731.0,12.0,56772.0,부산
부산광역시,북구,대로,만덕대로,주도로,4542.0,40.0,181680.0,부산
부산광역시,북구,길,만덕대로102번가길,주도로,231.0,7.0,1617.0,부산
부산광역시,북구,길,만덕대로102번길,주도로,251.0,8.0,2008.0,부산
부산광역시,북구,길,만덕대로115번길,주도로,122.0,8.0,976.0,부산
부산광역시,북구,길,만덕대로116번길,주도로,253.0,8.0,2024.0,부산
부산광역시,북구,길,만덕대로127번길,주도로,77.0,8.0,616.0,부산
부산광역시,북구,길,만덕대로128번길,주도로,300.0,8.0,2400.0,부산
부산광역시,북구,길,만덕대로139번길,주도로,119.0,8.0,952.0,부산
부산광역시,북구,길,만덕대로142번가길,주도로,365.0,6.0,2190.0,부산
부산광역시,북구,길,만덕대로142번길,주도로,264.0,9.0,2376.0,부산
부산광역시,북구,길,만덕대로155번길,주도로,523.0,9.0,4707.0,부산
부산광역시,북구,길,만덕대로156번길,주도로,228.0,9.0,2052.0,부산
부산광역시,북구,길,만덕대로15번길,주도로,249.0,8.0,1992.0,부산
부산광역시,북구,길,만덕대로168번길,주도로,128.0,8.0,1024.0,부산
부산광역시,북구,길,만덕대로16번길,주도로,319.0,8.0,2552.0,부산
부산광역시,북구,길,만덕대로178번길,주도로,238.0,7.0,1666.0,부산
부산광역시,북구,길,만덕대로27번가길,주도로,181.0,6.0,1086.0,부산
